carioca_id,carioca_titulo,carioca_descricao,carioca_url,carioca_link_direto,carioca_orgao,carioca_tipo,carioca_categoria,1746_id,1746_titulo,1746_descricao,1746_url,1746_tipo,1746_categoria,similaridade,similaridade_percentual,classificacao
70884,Avaliação de risco de queda da árvore,"Vistoria e avaliação da necessidade de retirada de árvore em logradouro público de livre acesso que apresente sinais de que esteja prestes a cair. Caso seja constatada a necessidade do serviço, será p...",https://carioca.rio/servicos/avaliacao-de-risco-de-queda-da-arvore/,https://www.1746.rio/hc/pt-br/articles/10821516479131-Avalia%C3%A7%C3%A3o-de-risco-de-queda-da-%C3%A1rvore?article-id=10821516479131,Companhia Municipal de Limpeza Urbana - COMLURB,servico,Ambiente,10735588221851,Avaliação de risco de queda da árvore,"Vistoria e avaliação da necessidade de retirada de árvore em logradouro público de livre acesso que apresente sinais de que esteja prestes a cair. Caso seja constatada a necessidade do serviço, será p...",https://www.1746.rio/hc/pt-br/articles/10735588221851-Avalia%C3%A7%C3%A3o-de-risco-de-queda-da-%C3%A1rvore,servico,Ambiente,1.0,100.0%,IDÊNTICO
70884,Avaliação de risco de queda da árvore,"Vistoria e avaliação da necessidade de retirada de árvore em logradouro público de livre acesso que apresente sinais de que esteja prestes a cair. Caso seja constatada a necessidade do serviço, será p...",https://carioca.rio/servicos/avaliacao-de-risco-de-queda-da-arvore/,https://www.1746.rio/hc/pt-br/articles/10821516479131-Avalia%C3%A7%C3%A3o-de-risco-de-queda-da-%C3%A1rvore?article-id=10821516479131,Companhia Municipal de Limpeza Urbana - COMLURB,servico,Ambiente,10821516479131,Avaliação de risco de queda da árvore,"Vistoria e avaliação da necessidade de retirada de árvore em logradouro público de livre acesso que apresente sinais de que esteja prestes a cair. Caso seja constatada a necessidade do serviço, será p...",https://www.1746.rio/hc/pt-br/articles/10821516479131-Avalia%C3%A7%C3%A3o-de-risco-de-queda-da-%C3%A1rvore,servico,Ambiente,1.0,100.0%,IDÊNTICO
70633,Limpeza de praias,"Limpeza das praias (areia, ciclovia e contêineres instalados na areia).",https://carioca.rio/servicos/limpeza-de-praias/,https://www.1746.rio/hc/pt-br/articles/10734918401179-Limpeza-de-praias?article-id=10734918401179,Companhia Municipal de Limpeza Urbana - COMLURB,servico,Cidade,10734918401179,Limpeza de praias,"Limpeza das praias (areia, ciclovia e contêineres instalados na areia).",https://www.1746.rio/hc/pt-br/articles/10734918401179-Limpeza-de-praias,servico,Cidade,1.0,100.0%,IDÊNTICO
72055,Fiscalização do Transporte Escolar,"Fiscalizar o transporte escolar quanto: a má conservação do veículo, má conduta do motorista, prestação inadequada do serviço e quanto a veículos não autorizados.",https://carioca.rio/servicos/verificacao-de-transporte-escolar-com-irregularidades-ou-com-ma-conduta-do-motorista/,https://www.1746.rio/hc/pt-br/articles/14208382650395-Fiscaliza%C3%A7%C3%A3o-de-transporte-escolar-com-irregularidades-ou-com-m%C3%A1-conduta-do-motorista,"Secretaria Municipal de Ordem Pública - SEOP, Secretaria Municipal de Ordem Pública / Coordenadoria Especial de Transporte Complementar - CETC",servico,Transporte,14208382650395,Fiscalização do Transporte Escolar,"Fiscalizar o transporte escolar quanto: a má conservação do veículo, má conduta do motorista, prestação inadequada do serviço e quanto a veículos não autorizados.",https://www.1746.rio/hc/pt-br/articles/14208382650395-Fiscaliza%C3%A7%C3%A3o-do-Transporte-Escolar,servico,Transporte,1.0,100.0%,IDÊNTICO
72713,Projetos esportivos – informações sobre custeio,Informações sobre custeio de projeto esportivo.,https://carioca.rio/servicos/projetos-esportivos-informacoes-sobre-custeio/,http://www.rio.rj.gov.br/web/esporteelazer,Secretaria Municipal de Esportes - SMEL,informacao,Esportes,10391618294299,Projetos esportivos - informações sobre custeio,Informações sobre custeio de projeto esportivo.,https://www.1746.rio/hc/pt-br/articles/10391618294299-Projetos-esportivos-informa%C3%A7%C3%B5es-sobre-custeio,informacao,Esportes,1.0,100.0%,IDÊNTICO
71292,Solicitação de operação de trânsito para melhoria da fluidez,Solicitação de ações para melhoria na fluidez do trânsito e segurança dos usuários.,https://carioca.rio/servicos/solicitacao-de-operacao-de-transito-para-melhoria-da-fluidez/,https://www.1746.rio/hc/pt-br/articles/10872491105563-Solicita%C3%A7%C3%A3o-de-opera%C3%A7%C3%A3o-de-tr%C3%A2nsito-para-melhoria-da-fluidez,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,servico,Transporte,10872491105563,Solicitação de operação de trânsito para melhoria da fluidez,Solicitação de ações para melhoria na fluidez do trânsito e segurança dos usuários.,https://www.1746.rio/hc/pt-br/articles/10872491105563-Solicita%C3%A7%C3%A3o-de-opera%C3%A7%C3%A3o-de-tr%C3%A2nsito-para-melhoria-da-fluidez,servico,Transporte,1.0,100.0%,IDÊNTICO
71362,Informações sobre imagens das câmeras de monitoramento,Informação sobre solicitação de imagens das câmeras de monitoramento da prefeitura.,https://carioca.rio/servicos/informacoes-sobre-imagens-das-cameras-de-transito/,https://home.carioca.rio/,Companhia Municipal de Energia e Iluminação - RIOLUZ,informacao,Segurança,10872730317339,Informações sobre imagens das câmeras de monitoramento,Informação sobre solicitação de imagens das câmeras de monitoramento da prefeitura.,https://www.1746.rio/hc/pt-br/articles/10872730317339-Informa%C3%A7%C3%B5es-sobre-imagens-das-c%C3%A2meras-de-monitoramento,informacao,Segurança,1.0,100.0%,IDÊNTICO
71368,Informações sobre reboque ou remoção de veículos enguiçados ou acidentados,Reboque/Remoção de veículos enguiçados ou acidentados em vias especiais.,https://carioca.rio/servicos/informacao-sobre-reboque-ou-remocao-de-veiculos-enguicados-ou-acidentados/,https://www.1746.rio/portal/servicos/informacao?conteudo=884,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,informacao,Transporte,10872426958363,Informações sobre reboque ou remoção de veículos enguiçados ou acidentados,Reboque/Remoção de veículos enguiçados ou acidentados em vias especiais,https://www.1746.rio/hc/pt-br/articles/10872426958363-Informa%C3%A7%C3%B5es-sobre-reboque-ou-remo%C3%A7%C3%A3o-de-ve%C3%ADculos-engui%C3%A7ados-ou-acidentados,informacao,Transporte,1.0,100.0%,IDÊNTICO
71868,Informações sobre implantação de área para embarque e desembarque,Implantação e regulamentação de área destinada a embarque e desembarque.,https://carioca.rio/servicos/informacoes-sobre-implantacao-de-area-para-embarque-e-desembarque/,https://acesso.processo.rio/sigaex/public/app/peticionamento/71868,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,informacao,Transporte,10872653181595,Informações sobre implantação de área para embarque e desembarque,Implantação e regulamentação de área destinada a embarque e desembarque,https://www.1746.rio/hc/pt-br/articles/10872653181595-Informa%C3%A7%C3%B5es-sobre-implanta%C3%A7%C3%A3o-de-%C3%A1rea-para-embarque-e-desembarque,informacao,Transporte,1.0,100.0%,IDÊNTICO
71953,Reparo de sinal de trânsito travado,Reparo de sinal travado em uma única cor ou conserto do botão (botoeira) que aciona o fechamento do sinal.,https://carioca.rio/servicos/reparo-de-sinal-de-transito-travado/,https://www.1746.rio/hc/pt-br/articles/10873338632347-Reparo-de-sinal-de-tr%C3%A2nsito-travado,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,informacao,Transporte,10873338632347,Reparo de sinal de trânsito travado,Reparo de sinal travado em uma única cor ou conserto do botão (botoeira) que aciona o fechamento do sinal.,https://www.1746.rio/hc/pt-br/articles/10873338632347-Reparo-de-sinal-de-tr%C3%A2nsito-travado,servico,Transporte,1.0,100.0%,IDÊNTICO
71960,Reparo de tampão de sinal de trânsito quebrado ou ausente e de cabos expostos de sinal de transito,"Reparo de tampão de caixa de passagem quebrada, rachada, levantada ou sem tampa, com fios aparentes, próximo a um sinal de trânsito na via ou calçada.",https://carioca.rio/servicos/reparo-de-tampao-de-sinal-de-transito-quebrado-ou-ausente/,https://www.1746.rio/hc/pt-br/articles/10873382466331-Reparo-de-tamp%C3%A3o-de-sinal-de-tr%C3%A2nsito-quebrado-ou-ausente-e-de-cabos-expostos-de-sinal-de-transito,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,informacao,Transporte,10873382466331,Reparo de tampão de sinal de trânsito quebrado ou ausente e de cabos expostos de sinal de transito,"Reparo de tampão de caixa de passagem quebrada, rachada, levantada ou sem tampa, com fios aparentes, próximo a um sinal de trânsito na via ou calçada.",https://www.1746.rio/hc/pt-br/articles/10873382466331-Reparo-de-tamp%C3%A3o-de-sinal-de-tr%C3%A2nsito-quebrado-ou-ausente-e-de-cabos-expostos-de-sinal-de-transito,servico,Transporte,1.0,100.0%,IDÊNTICO
71988,Informações sobre sinalização indicativa de serviço,Solicitação de instalação de placas indicativas institucionais e de serviços.,https://carioca.rio/servicos/informacoes-sobre-sinalizacao-indicativa-de-servico/,https://acesso.processo.rio/sigaex/public/app/peticionamento/71988,Companhia de Engenharia de Tráfego do Rio de Janeiro - CET-RIO,informacao,Cidade,10873388825243,Informações sobre sinalização indicativa de serviço,Solicitação de instalação de placas indicativas institucionais e de serviços.,https://www.1746.rio/hc/pt-br/articles/10873388825243-Informa%C3%A7%C3%B5es-sobre-sinaliza%C3%A7%C3%A3o-indicativa-de-servi%C3%A7o,informacao,Cidade,1.0,100.0%,IDÊNTICO
73155,Informações sobre empresas conveniadas com a Prefeitura,Informação sobre convênio entre a Prefeitura e outras Instituições.,https://carioca.rio/servicos/informacoes-sobre-empresas-conveniadas-com-a-prefeitura/,http://www.rio.rj.gov.br/web/servicoscompartilhados/cvn-menu,Secretaria Municipal de Fazenda e Planejamento / Subsecretaria de Gente e Gestão Compartilhada - SUBGGC,informacao,Servidor,10823964025499,Informações sobre empresas conveniadas com a Prefeitura,Informação sobre convênio entre a Prefeitura e outras Instituições.,https://www.1746.rio/hc/pt-br/articles/10823964025499-Informa%C3%A7%C3%B5es-sobre-empresas-conveniadas-com-a-Prefeitura,informacao,Servidor,1.0,100.0%,IDÊNTICO
72125,Solicitação de Transporte da Gestante para a Maternidade,Transporte por ambulância de gestante moradora do município do Rio de Janeiro para as maternidades do programa cegonha carioca para realização do parto e atendimento obstétrico.,https://carioca.rio/servicos/solicitacao-de-transporte-da-gestante-para-a-maternidade/,https://www.1746.rio/hc/pt-br/articles/10735826487067-Solicita%C3%A7%C3%A3o-de-transporte-da-gestante-para-a-maternidade,Secretaria Municipal de Saúde - SMS,servico,Saúde,10735826487067,Solicitação de transporte da gestante para a maternidade,Transporte por ambulância de gestante moradora do município do Rio de Janeiro para as maternidades do programa cegonha carioca para realização do parto e atendimento obstétrico.,https://www.1746.rio/hc/pt-br/articles/10735826487067-Solicita%C3%A7%C3%A3o-de-transporte-da-gestante-para-a-maternidade,servico,Saúde,1.0,100.0%,IDÊNTICO
71784,Cadastramento para obtenção de Riocard Especial,"Preenchimento de ficha cadastral para obtenção de gratuidade para as pessoas com doenças crônicas que necessitem de tratamento continuado, com respectivos acompanhantes, quando estes forem necessários...",https://carioca.rio/servicos/cadastramento-para-obtencao-de-riocard-especial/,,Secretaria Municipal de Saúde - SMS,servico,Transporte,9674639815323,Cadastramento para obtenção de Riocard Especial,"Preenchimento de ficha cadastral para obtenção de gratuidade para as pessoas com doenças crônicas que necessitem de tratamento continuado, com respectivos acompanhantes, quando estes forem necessários...",https://www.1746.rio/hc/pt-br/articles/9674639815323-Cadastramento-para-obten%C3%A7%C3%A3o-de-Riocard-Especial,servico,Transporte,1.0,100.0%,IDÊNTICO
71784,Cadastramento para obtenção de Riocard Especial,"Preenchimento de ficha cadastral para obtenção de gratuidade para as pessoas com doenças crônicas que necessitem de tratamento continuado, com respectivos acompanhantes, quando estes forem necessários...",https://carioca.rio/servicos/cadastramento-para-obtencao-de-riocard-especial/,,Secretaria Municipal de Saúde - SMS,servico,Transporte,10869907577755,Cadastramento para obtenção de Riocard Especial,"Preenchimento de ficha cadastral para obtenção de gratuidade para as pessoas com doenças crônicas que necessitem de tratamento continuado, com respectivos acompanhantes, quando estes forem necessários...",https://www.1746.rio/hc/pt-br/articles/10869907577755-Cadastramento-para-obten%C3%A7%C3%A3o-de-Riocard-Especial,servico,Transporte,1.0,100.0%,IDÊNTICO
71169,Atendimento à Saúde da Criança e do Adolescente,"Atendimento de crianças e adolescentes sob a forma de consultas, realização de exames complementares e inserção nas diversas linhas de cuidado de saúde.",https://carioca.rio/servicos/atendimento-a-saude-da-crianca-e-do-adolescente/,,Secretaria Municipal de Saúde - SMS,servico,Saúde,10730049310107,Atendimento à Saúde da Criança e do Adolescente,"Atendimento de crianças e adolescentes sob a forma de consultas, realização de exames complementares e inserção nas diversas linhas de cuidado de saúde.",https://www.1746.rio/hc/pt-br/articles/10730049310107-Atendimento-%C3%A0-Sa%C3%BAde-da-Crian%C3%A7a-e-do-Adolescente,servico,Saúde,1.0,100.0%,IDÊNTICO
71242,Atendimento em Centros de Reabilitação,"Atendimento em Centros Especializados de Reabilitação para fins de diagnóstico, tratamento, concessão, adaptação e manutenção de recursos e serviços que contribuem para proporcionar ou ampliar habilid...",https://carioca.rio/servicos/atendimento-em-centros-de-reabilitacao/,,Secretaria Municipal de Saúde - SMS,servico,Saúde,10729631964187,Atendimento em Centros de Reabilitação,"Atendimento em Centros Especializados de Reabilitação para fins de diagnóstico, tratamento, concessão, adaptação e manutenção de recursos e serviços que contribuem para proporcionar ou ampliar habilid...",https://www.1746.rio/hc/pt-br/articles/10729631964187-Atendimento-em-Centros-de-Reabilita%C3%A7%C3%A3o,servico,Saúde,1.0,100.0%,IDÊNTICO
71774,Atendimento em Hospitais Especializados,Atendimento de casos direcionados às diversas especialidades clínicas e cirúrgicas.,https://carioca.rio/servicos/atendimento-em-hospitais-especializados/,,Secretaria Municipal de Saúde - SMS,servico,Saúde,10729869001755,Atendimento em Hospitais Especializados,Atendimento de casos direcionados às diversas especialidades clínicas e cirúrgicas.,https://www.1746.rio/hc/pt-br/articles/10729869001755-Atendimento-em-Hospitais-Especializados,servico,Saúde,1.0,100.0%,IDÊNTICO
71238,Distribuição de Insumos para Tratamento de Diabetes com Insulina,Disponibilização de insumos que auxiliam no tratamento da diabetes para usuários da atenção primária de saúde que estejam em uso de insulina.,https://carioca.rio/servicos/distribuicao-de-insumos-para-tratamento-de-diabetes-com-insulina/,,Secretaria Municipal de Saúde - SMS,servico,Saúde,10735883517723,Distribuição de insumos para tratamento de Diabetes com insulina,Disponibilização de insumos que auxiliam no tratamento da diabetes para usuários da atenção primária de saúde que estejam em uso de insulina.,https://www.1746.rio/hc/pt-br/articles/10735883517723-Distribui%C3%A7%C3%A3o-de-insumos-para-tratamento-de-Diabetes-com-insulina,servico,Saúde,1.0,100.0%,IDÊNTICO
72601,Reparo de luminária fora de posição,"Solicitação do serviço de reparo de Luminária ou projetor que está virado ou torto, causando incômodos e incidindo dentro da residência do morador ou com a iluminação virada para fora da via pública.",https://carioca.rio/servicos/reparo-de-luminaria-fora-de-posicao/,https://www.1746.rio/hc/pt-br/articles/10732698843291-Reparo-de-lumin%C3%A1ria-fora-de-posi%C3%A7%C3%A3o,Companhia Municipal de Energia e Iluminação - RIOLUZ,servico,Cidade,10732698843291,Reparo de luminária fora de posição,"Solicitação do serviço de reparo de Luminária ou projetor que está virado ou torto, causando incômodos e incidindo dentro da residência do morador ou com a iluminação virada para fora da via pública.",https://www.1746.rio/hc/pt-br/articles/10732698843291-Reparo-de-lumin%C3%A1ria-fora-de-posi%C3%A7%C3%A3o,servico,Cidade,1.0,100.0%,IDÊNTICO
72918,Licenciamento de Aparelhos de Transporte,"Licenciamento de instalações de Aparelhos de Transporte (elevadores de passageiros, elevadores de carga, monta-cargas, alçapão, escadas e esteiras rolantes, planos inclinados, plataformas, teleféricos...",https://carioca.rio/servicos/licenciamento-de-aparelhos-de-transporte/,https://www.1746.rio/portal/servicos/informacao?conteudo=1680,Companhia Municipal de Energia e Iluminação - RIOLUZ,servico,Licenças,10274150635547,Licenciamento de Aparelhos de Transporte,"Licenciamento de instalações de Aparelhos de Transporte ( elevadores de passageiros, elevadores de carga, monta-cargas, alçapão, escadas e esteiras rolantes, planos inclinados, plataformas, teleférico...",https://www.1746.rio/hc/pt-br/articles/10274150635547-Licenciamento-de-Aparelhos-de-Transporte,servico,Licenças,1.0,100.0%,IDÊNTICO
